Date,EGIE3,ITSA4,BBDC4,BBSE3
3/3/2017,29.392,9.08182,23.2645,29.6
3/6/2017,29.6,9.15455,23.037201,29.450001
3/7/2017,29.743999,9.01818,22.727301,29.15
3/8/2017,29.312,8.84545,22.3416,28.780001
3/9/2017,28.552,8.76364,22.141899,28.82
3/10/2017,28.672001,8.8,22.0179,28.99
3/13/2017,29.32,8.92727,22.2934,28.85
3/14/2017,28.959999,8.82727,22.107401,29
3/15/2017,28.959999,9.05455,22.5,29.459999
3/16/2017,29.24,9.05455,22.3967,30.15
3/17/2017,29.559999,8.88182,21.708,29.35
3/20/2017,29.247999,8.86364,22.0937,29
3/21/2017,28.768,8.55455,21.4394,28.77
3/22/2017,28.823999,8.77273,21.521999,29.450001
3/23/2017,28.728001,8.7,21.5427,29.09
3/24/2017,28.959999,8.78182,21.8526,29.01
3/27/2017,28.743999,8.86364,22.038601,28.370001
3/28/2017,28.424,8.8,22.1625,28.65
3/29/2017,28.632,8.88182,22.624001,29.389999
3/30/2017,28.32,8.77273,22.4793,29.450001
3/31/2017,28.296,8.63636,22.300301,29.200001
4/3/2017,28.392,8.70909,22.4105,29.209999
4/4/2017,28.712,8.82727,22.568899,29.25
4/5/2017,28.368,8.72727,22.107401,28.76
4/6/2017,28.048,8.60909,21.873301,28.68
4/7/2017,28,8.65455,21.921499,28.969999
4/10/2017,28.007999,8.69091,22.0592,28.4
4/11/2017,27.959999,8.72727,22.1143,28.709999
4/12/2017,27.728001,8.68182,21.8939,28.42
4/13/2017,27.200001,8.46364,21.225901,28.08
4/17/2017,27.799999,8.69091,22.1763,29.09
4/18/2017,27.84,8.76364,22.0455,28.99
4/19/2017,27.448,8.61818,21.8251,28.450001
4/20/2017,27.552,8.54545,21.446301,29.02
4/24/2017,27.591999,8.75455,21.8388,28.93
4/25/2017,27.799999,8.77273,22.038601,29.219999
4/26/2017,27.664,8.74545,22.4105,29.360001
4/27/2017,27.472,8.85455,23.064699,29.02
4/28/2017,27.200001,8.99091,23.0096,29.889999
5/2/2017,27.743999,9.16364,23.628799,29.83
5/3/2017,27.823999,9.07273,23.598499,29.719999
5/4/2017,27.544001,8.86364,23.25,29.049999
5/5/2017,27.535999,9.10909,23.2803,29.17
5/8/2017,27.368,9.09091,23.2652,29.860001
5/9/2017,27.24,9.11818,23.4697,30.17
5/10/2017,27.464001,9.18182,23.818199,30.379999
5/11/2017,27.264,9.33636,23.962099,30.43
5/12/2017,27.544001,9.36364,24.2045,31.16
5/15/2017,27.743999,9.36364,24.242399,31
5/16/2017,27.896,9.33636,24.2803,31.639999
5/17/2017,27.608,9.15455,23.802999,31.1
5/18/2017,26.167999,8.27273,20.681801,27.92
5/19/2017,26.719999,8.32727,21.022699,28.559999
5/22/2017,26.52,8.09091,20.4242,28.299999
5/23/2017,26.559999,8.19091,20.5606,29.15
5/24/2017,26.823999,8.19091,20.7955,29.82
5/25/2017,26.719999,8,20.651501,29.66
5/26/2017,26.976,8.15455,21.128799,29.76
5/29/2017,26.976,8.15455,21.128799,29.76
5/30/2017,26.52,8.20909,21.25,29.690001
5/31/2017,26.535999,8.13636,20.848499,29.1
6/1/2017,26.704,7.95455,20.7348,29.85
6/2/2017,26.712,8,20.431801,30.299999
6/5/2017,26.511999,7.96364,20.4167,30.360001
6/6/2017,26.511999,8.07273,20.6894,30
6/7/2017,26.768,8.20909,21.022699,29.73
6/8/2017,26.559999,8.14545,20.7045,29.52
6/9/2017,26.639999,8.00909,20.2803,29.76
6/12/2017,26.559999,8.00909,19.9545,28.889999
6/13/2017,26.648001,8.06364,19.7955,28.66
6/14/2017,26.559999,8.14545,20.5606,28.85
6/15/2017,26.559999,8.14545,20.5606,28.85
6/16/2017,27.528,8.19091,20.462099,28.719999
6/19/2017,27.84,8.2,20.5152,29.309999
6/20/2017,27.68,7.99091,20.037901,28.32
6/21/2017,27.879999,7.94545,19.9242,28.299999
6/22/2017,27.792,7.96364,20.1742,28.65
6/23/2017,27.648001,7.88182,20.007601,28.299999
6/26/2017,27.927999,8.09091,20.9091,28.690001
6/27/2017,27.624001,7.93636,20.6742,28.049999
6/28/2017,27.879999,8.00909,20.848499,27.780001
6/29/2017,27.200001,8.11818,20.947001,28.1
6/30/2017,27.136,8.2,21.3258,28.65
7/3/2017,27.455999,8.2,21.3636,28.120001
7/4/2017,27.4,8.19091,21.378799,27.99
7/5/2017,27.176001,8.27273,21.3864,27.559999
7/6/2017,27.264,8.16364,21.0758,27.35
7/7/2017,27.511999,8.15455,21.098499,27.389999
7/10/2017,27.84,8.22727,21.3333,27.65
7/11/2017,27.888,8.34545,21.7045,27.870001
7/12/2017,28.056,8.36364,22.2803,28.370001
7/13/2017,27.992001,8.39091,22.477301,28.950001
7/14/2017,27.799999,8.37273,22.5,29.16
7/17/2017,27.799999,8.34545,22.348499,28.66
7/18/2017,27.879999,8.41818,22.628799,28.9
7/19/2017,27.752001,8.34545,22.348499,28.809999
7/20/2017,27.856001,8.38182,22.272699,28.950001
7/21/2017,27.856001,8.36364,22.181801,28.5
7/24/2017,28.087999,8.36364,22.371201,28.24
7/25/2017,28.247999,8.43636,22.7348,27.799999
7/26/2017,28.048,8.33636,22.537901,27.459999
7/27/2017,28.056,8.4,22.507601,27.84
7/28/2017,27.944,8.4,22.537901,27.700001
7/31/2017,28,8.40909,22.871201,27.450001
8/1/2017,28.360001,8.68182,23.151501,27.5
8/2/2017,28.68,8.78182,23.4545,27.809999
8/3/2017,28.959999,8.76364,23.447001,27.75
8/4/2017,28.959999,8.73636,23.4697,27.1
8/7/2017,29.032,8.92727,23.742399,26.940001
8/8/2017,28.728001,8.93636,23.992399,26.83
8/9/2017,28.632,8.9,24.007601,26.48
8/10/2017,27.32,8.83636,23.7803,26.23
8/11/2017,27.488001,8.88182,23.992399,25.83
8/14/2017,27.695999,9.00909,24.4697,26.41
8/15/2017,27.912001,8.98182,24.5303,26.809999
8/16/2017,27.584,8.99091,24.5303,27.110001
8/17/2017,27.615999,8.91818,24.3258,26.450001
8/18/2017,27.912001,9.03636,24.8258,27.58
8/21/2017,27.68,9.02727,24.818199,27.700001
8/22/2017,27.927999,9.11818,25.378799,27.83
8/23/2017,27.912001,9.30909,25.6061,27.98
8/24/2017,28,9.38182,25.6894,27.6
8/25/2017,28.104,9.36364,25.712099,27.42
8/28/2017,28.280001,9.34545,25.318199,27.57
8/29/2017,28.584,9.41818,25.75,27.67
8/30/2017,28.440001,9.42727,25.492399,27.459999
8/31/2017,28.879999,9.27273,25.4394,27.719999
9/1/2017,28.944,9.43636,25.9697,27.99
9/4/2017,28.695999,9.4,25.947001,27.93
9/5/2017,28.959999,9.45455,25.5758,28.32
9/6/2017,28.799999,9.71818,25.962099,28.719999
9/7/2017,28.799999,9.71818,25.962099,28.719999
9/8/2017,29.448,9.74545,25.757601,29.1
9/11/2017,30.271999,9.87273,26.75,28.9
9/12/2017,30.072001,9.91818,26.712099,28.9
9/13/2017,30.104,9.94545,26.8258,28.690001
9/14/2017,29.879999,9.98182,26.621201,28.959999
9/15/2017,29.247999,10.2,27.1894,29.67
9/18/2017,29.704,10.2636,27.4242,29.48
9/19/2017,29.440001,10.2273,27.507601,29
9/20/2017,29.200001,10.1273,27.348499,28.93
9/21/2017,28.952,10.1364,27.3561,28.690001
9/22/2017,28.84,10.1182,27.287901,28.75
9/25/2017,28.672001,10.0091,26.8258,28.719999
9/26/2017,29.176001,10,26.7955,28.85
9/27/2017,28.712,9.85455,26.5152,28.5
9/28/2017,29.072001,9.83636,26.181801,28.530001
9/29/2017,29,10.0273,26.552999,28.629999
10/2/2017,28.736,9.96364,26.818199,28.290001
10/3/2017,29.375999,10.3546,27.9545,28.52
10/4/2017,29.296,10.2818,27.772699,29.120001
10/5/2017,29.743999,10.3455,27.7955,29.299999
10/6/2017,29.559999,10.3,27.507601,29.049999
10/9/2017,29.327999,10.1454,27.492399,29
10/10/2017,29.648001,10.3546,28.121201,29.120001
10/11/2017,29.6,10.3273,27.9545,29.1
10/12/2017,29.6,10.3273,27.9545,29.1
10/13/2017,30.072001,10.3182,27.742399,29.15
10/16/2017,29.743999,10.2727,27.6667,28.82
10/17/2017,29.52,10.1545,27.598499,28.6
10/18/2017,29.360001,10.2,27.477301,29.040001
10/19/2017,29.296,10.1364,27.3636,28.610001
10/20/2017,29.176001,10.1364,27.227301,29.01
10/23/2017,28.799999,9.9,26.9697,28.450001
10/24/2017,28.983999,10.1182,27.3333,28.719999
10/25/2017,28.959999,10.2727,27.4167,28.709999
10/26/2017,28.792,10.1636,27.1667,28.52
10/27/2017,29.304001,10.1364,27.1136,28.6
10/30/2017,28.808001,9.85455,26.628799,28
10/31/2017,28.639999,9.52727,26.272699,27.73
11/1/2017,28.496,9.45455,25.4545,27.42
11/2/2017,28.496,9.45455,25.4545,27.42
11/3/2017,28.216,9.54545,25.697001,27.27
11/6/2017,28.888,9.57273,25.697001,28.25
11/7/2017,28.568001,9.36364,24.8106,27.200001
11/8/2017,30.016001,9.67273,25.712099,28.26
11/9/2017,30.167999,9.51818,24.7803,28.059999
11/10/2017,29.040001,9.51818,24.802999,28.1
11/13/2017,29.048,9.51818,24.9242,27.959999
11/14/2017,28.736,9.38182,24.3939,27.5
11/15/2017,28.736,9.38182,24.3939,27.5
11/16/2017,29.52,9.52727,25.0303,27.799999
11/17/2017,29.271999,9.63636,25.4697,27.450001
11/20/2017,29.271999,9.63636,25.4697,27.450001
11/21/2017,29.68,9.78182,26.052999,27.700001
11/22/2017,29.768,9.75455,25.757601,27.59
11/23/2017,30,9.74545,25.568199,27.32
11/24/2017,29.695999,9.65455,25.3409,27.15
11/27/2017,29.591999,9.80909,25.302999,26.98
11/28/2017,29.344,9.77273,25.378799,27
11/29/2017,28.888,9.53636,24.8939,26.85
11/30/2017,28.344,9.43636,24.7348,26.879999
12/1/2017,28.264,9.50909,24.6742,27.059999
12/4/2017,28.664,9.54545,25.0833,27.190001
12/5/2017,28.336,9.5,24.8258,27.389999
12/6/2017,28.256001,9.63636,25.0833,27.84
12/7/2017,28,9.52727,24.901501,28.139999
12/8/2017,27.879999,9.56364,24.9697,27.809999
12/11/2017,27.92,9.60909,24.9697,27.889999
12/12/2017,28.040001,9.70909,25.462099,28
12/13/2017,27.84,9.57273,25.0303,28.08
12/14/2017,27.848,9.54545,24.8333,28
12/15/2017,28.408001,9.59091,24.7348,28.200001
12/18/2017,28.504,9.54545,24.931801,28.27
12/19/2017,28.063999,9.45455,24.772699,28.129999
12/20/2017,28.375999,9.6,25,28.18
12/21/2017,28.392,9.95455,25.7348,28.25
12/22/2017,28.247999,9.96364,25.8106,28.209999
12/25/2017,28.247999,9.96364,25.8106,28.209999
12/26/2017,28.4,9.85455,25.2348,28.15
12/27/2017,28.576,9.82727,25.2652,28.379999
12/28/2017,28.408001,9.83636,25.6439,28.49
12/29/2017,28.408001,9.83636,25.6439,28.49
1/2/2018,28.576,10.0273,26.212099,28.700001
1/3/2018,28.384001,10.1454,26.318199,28.719999
1/4/2018,28.016001,10.3364,26.75,28.780001
1/5/2018,28.16,10.3546,26.901501,28.969999
1/8/2018,28.32,10.3455,26.8939,29.139999
1/9/2018,28.32,10.1818,26.6439,29.040001
1/10/2018,28.216,10.1818,26.3636,28.92
1/11/2018,27.936001,10.3455,26.8939,29.09
1/12/2018,28.08,10.3727,26.8939,29.15
1/15/2018,28.232,10.5,27.0833,29.110001
1/16/2018,28.360001,10.6364,27.2652,29.629999
1/17/2018,28.784,10.8,27.947001,30.309999
1/18/2018,28.879999,10.8546,27.9167,30.620001
1/19/2018,29.4,10.8909,28.1136,30.690001
1/22/2018,29.360001,11.1636,28.5,30.549999
1/23/2018,28.664,11.0182,28.628799,30.799999
1/24/2018,29.360001,11.7364,30.151501,31.809999
1/25/2018,29.360001,11.7364,30.151501,31.809999
1/26/2018,29.448,12.2273,31.212099,32.5
1/29/2018,29.304001,11.9091,30.302999,31.200001
1/30/2018,29.16,11.9818,30.6061,31.209999
1/31/2018,28.752001,12.0455,30.871201,31.110001
2/1/2018,28.872,12.0091,30.052999,31.92
2/2/2018,28.799999,11.8182,29.1061,31.75
2/5/2018,28.4,11.4545,28.6364,31.25
2/6/2018,28.76,11.9,29.318199,31.92
2/7/2018,28.615999,11.6545,28.878799,31.25
2/8/2018,28.143999,11.5455,28.522699,30.440001
2/9/2018,27.959999,11.5273,28.197001,30.610001
2/14/2018,null,null,null,null
2/15/2018,28.76,11.9,29.348499,31.27
2/16/2018,29.392,12.1818,29.2955,31.75
2/19/2018,29.455999,12.1545,29.151501,30.280001
2/20/2018,30.216,12.6454,30.037901,30.389999
2/21/2018,30.440001,12.8636,30.197001,30.85
2/22/2018,30.559999,13.0727,30.378799,30.549999
2/23/2018,31.200001,12.3909,30.6591,29.75
2/26/2018,31.68,12.4091,30.6591,29.6
2/27/2018,31.6,12.2455,30.3258,29.309999
2/28/2018,31.32,11.9273,29.371201,29.1
3/1/2018,31.448,12.1182,29.537901,29.209999
3/2/2018,31.32,12.2182,29.712099,29.200001
3/5/2018,31.4,12.5455,29.9091,29.42
3/6/2018,30.927999,12.4909,29.962099,29.5
3/7/2018,31.247999,12.4545,29.431801,29.049999
3/8/2018,31.288,12.3727,29.0455,28.799999
3/9/2018,31.32,12.4818,29.6667,29.469999
3/12/2018,31.496,12.6,29.901501,29.43
3/13/2018,30.799999,12.5182,29.4697,29.040001
3/14/2018,30.639999,12.3909,29.3106,28.77
3/15/2018,30.392,12.3364,28.8864,27.940001
3/16/2018,30.712,12.2182,28.962099,28.15
3/19/2018,30.879999,12.0909,28.6667,28.049999
3/20/2018,31.040001,12.0909,28.6364,28.15
3/21/2018,31.288,12.1091,28.7803,28.389999
3/22/2018,30.936001,12.0636,28.9545,28.65
3/23/2018,30.752001,12.1,29.151501,29.51
3/26/2018,30.799999,12.3,29.318199,29.08
3/27/2018,30.864,12.1727,28.962099,29.049999
3/28/2018,30.92,12.3182,29.151501,29.24
3/29/2018,31.327999,12.5364,29.9242,29.27
4/2/2018,30.792,12.4636,29.65,28.74
4/3/2018,30.368,12.4,29.9667,28.370001
4/4/2018,30.535999,12.4091,29.7083,28.299999
4/5/2018,30.903999,12.3727,29.799999,28.790001
4/6/2018,30.568001,12.2727,29.7083,28.549999
4/9/2018,30.24,12.0273,28.5833,28.450001
4/10/2018,30.799999,12.0818,28.825001,28.65
4/11/2018,30.4,12.0727,29.5,28.219999
4/12/2018,30.6,12.2636,28.9667,28
4/13/2018,30.68,12,28.3333,27.940001
4/16/2018,29.992001,11.7818,27.7167,27.700001
4/17/2018,30.360001,12,28.0667,27.77
4/18/2018,30.528,12.2364,29.008301,28.4
4/19/2018,30.143999,12.0455,28.9583,28
4/20/2018,30.063999,11.9454,28.549999,27.48
4/23/2018,29.84,11.9909,28.5417,27.799999
4/24/2018,29.200001,11.9636,28.5917,27.51
4/25/2018,29.280001,12.0364,28.9417,27.52
4/26/2018,30.16,12.4273,28.9417,27.870001
4/27/2018,30.112,12.4454,29.258301,28.02
4/30/2018,29.591999,12.3727,28.8083,27.48
5/2/2018,29.48,11.6364,28.0667,27.48
5/3/2018,29.344,11.3182,27.475,27.440001
5/4/2018,29.063999,11.1364,27.5,27.059999
5/7/2018,28.896,11.1545,27.25,26.35
5/8/2018,28.752001,11.1818,27.108299,26.9
5/9/2018,28.784,11.2091,27.325001,27.049999
5/10/2018,29.743999,11.5818,27.875,27.75
5/11/2018,29.544001,11.4,27.375,27.950001
5/14/2018,29.6,11.2364,26.983299,27.33
5/15/2018,29.576,11.0818,26.825001,26.93
5/16/2018,30.959999,11.1909,27.258301,27.35
5/17/2018,30.304001,10.7,26.125,26.5
5/18/2018,30.944,10.5455,26.241699,26.67
5/21/2018,30.879999,10.4818,25.866699,26.65
5/22/2018,30.576,10.9364,26.608299,27.700001
5/23/2018,30.591999,10.6818,25.9083,27.5
5/24/2018,30.152,10.8546,25.950001,28
5/25/2018,30.087999,10.7,25.4333,27.35
5/28/2018,29.584,10.2545,24.358299,26.860001
5/29/2018,29.040001,10.1818,24.4583,26.040001
5/30/2018,29.591999,10.2091,24.3083,26.059999
6/1/2018,30.08,10.35,24.9,26.440001
6/4/2018,29.823999,10.68,25.141701,26.51
6/5/2018,28.959999,10.15,23.9333,25.5
6/6/2018,28.440001,10.01,23.5333,25.85
6/7/2018,28.040001,9.4,23.116699,25.26
6/8/2018,27.792,9.42,22.9167,25.459999
6/11/2018,27.568001,9.2,22.483299,25.5
6/12/2018,27.360001,9.19,22.424999,25.4
6/13/2018,27.216,9.12,21.9667,25
6/14/2018,26.84,8.82,21.075001,24.84
6/15/2018,27.368,8.91,21.450001,24.66
6/18/2018,26.896,8.61,20.758301,24.549999
6/19/2018,26.84,8.99,21.8333,24.709999
6/20/2018,26.799999,9.18,22.299999,24.549999
6/21/2018,26.736,8.91,21.375,24.129999
6/22/2018,27.024,8.98,21.7833,24.32
6/25/2018,27.200001,8.94,21.75,24.5
6/26/2018,27.455999,9.09,21.633301,24.65
6/27/2018,27.455999,8.82,21.2833,24.190001
6/28/2018,27.544001,9.04,22.008301,24.15
6/29/2018,27.384001,9.18,22.4167,24.459999
7/2/2018,27.408001,9.28,22.125,24.4
7/3/2018,27.6,9.59,23.133301,24.620001
7/4/2018,27.879999,9.68,23.4583,24.6
7/5/2018,27.648001,9.7,23.4083,24.52
7/6/2018,27.416,9.72,23.475,24.6
7/10/2018,27.52,9.74,23.1667,24.799999
7/11/2018,27.864,9.77,23.075001,24.719999
7/12/2018,28.288,9.91,23.75,25
7/13/2018,29.024,10.13,24.225,25.190001
7/16/2018,28.968,10.19,24.3333,25.6
7/17/2018,28.4,10.39,25.0333,26.200001
7/18/2018,28.336,10.38,24.4167,25.84
7/19/2018,28.440001,10.53,24.725,25.58
7/20/2018,28.743999,10.87,25.5833,25.200001
7/23/2018,28.544001,10.6,25.2917,25.23
7/24/2018,28.888,10.62,25.6667,25.200001
7/25/2018,29.368,10.96,26.133301,25.41
7/26/2018,29.24,10.77,25.4667,24.700001
7/27/2018,29.448,10.74,25.75,24.75
7/30/2018,29.695999,10.85,25.9417,24.690001
7/31/2018,29.912001,10.42,25.4417,24.49
8/1/2018,29.856001,10.65,25.775,24.84
8/2/2018,29.856001,10.71,25.766701,24.9
8/3/2018,30.120001,11.03,26.75,25.4
8/6/2018,30.167999,10.87,26.5667,25
8/7/2018,29.360001,10.85,26.1667,24.700001
8/8/2018,29.288,10.62,25.5417,24.639999
8/9/2018,30.608,10.41,25.275,24.52
8/10/2018,29.832001,10.01,24.016701,23.1
8/13/2018,29.84,9.96,24.483299,23.799999
8/14/2018,29.983999,10.2,24.9,24.389999
8/15/2018,29.719999,10.18,24.6,25.450001
8/16/2018,29.719999,10.08,24.6,26.01
8/17/2018,29.639999,9.95,23.85,25.9
8/20/2018,29.879999,9.72,24,25.530001
8/21/2018,28.288,9.5,23.4167,25.370001
8/22/2018,28.823999,9.71,23.991699,25.17
8/23/2018,28.440001,9.45,23.391701,24.17
8/24/2018,28.799999,9.49,23.6,24.18
8/27/2018,29.271999,9.76,24.233299,25.02
8/28/2018,29.360001,9.6,24.0833,24.92
8/29/2018,29.344,9.87,24.375,24.959999
8/30/2018,29.08,9.43,23.3333,24.26
8/31/2018,29.52,9.59,23.65,24.48
9/3/2018,29.632,9.47,23.4417,24.059999
9/4/2018,29.120001,9.36,22.9,24.200001
9/5/2018,29.072001,9.36,23.0417,24.690001
9/6/2018,29.568001,9.7,23.700001,24.709999
9/10/2018,29.544001,9.69,23.7917,24.58
9/11/2018,29.216,9.29,23.075001,23.959999
9/12/2018,29.040001,9.35,23.0833,23.82
9/13/2018,29.152,9.41,22.991699,23.57
9/14/2018,28.927999,9.63,23.0917,23.35
9/17/2018,29.104,9.78,23.75,23.26
9/18/2018,29.08,9.91,23.9417,23.280001
9/19/2018,28.752001,9.9,24.049999,22.940001
9/20/2018,28.648001,9.76,24,23.27
9/21/2018,28.799999,9.87,24.383301,23.9
9/24/2018,28.559999,9.59,23.733299,23.719999
9/25/2018,28.464001,9.67,23.75,24.18
9/26/2018,28.576,9.76,23.8083,24.34
9/27/2018,28.312,10.05,24.35,24.57
9/28/2018,28.384001,10.1,23.891701,24.1
10/1/2018,28.256001,9.99,23.625,23.870001
10/2/2018,28.816,10.4,25,24.9
10/3/2018,29.143999,10.74,26.0833,25.68
10/4/2018,29.24,10.66,26.2083,25.690001
10/5/2018,28.872,10.53,25.8167,25.75
10/8/2018,29.24,11.17,27.5667,26.85
10/9/2018,29.384001,11.08,27.6667,27.530001
10/10/2018,28.896,10.81,26.766701,27.200001
10/11/2018,28.351999,10.75,26.608299,27.15
10/15/2018,28.743999,10.82,26.75,27
10/16/2018,29.416,11.27,28.025,27.200001
10/17/2018,29.808001,11.17,28.0583,27
10/18/2018,30.120001,10.83,27.2833,26.4
10/19/2018,30.4,10.81,27.375,26.43
10/22/2018,30.48,10.98,27.7083,26.530001
10/23/2018,30.568001,10.96,27.8083,26.35
10/24/2018,30.16,10.7,27.141701,25.75
10/25/2018,30.200001,10.82,27.924999,26.360001
10/26/2018,30.84,11.04,28.4083,26.030001
10/29/2018,30.799999,10.89,27.875,26.02
10/30/2018,31.624001,11.31,28.9583,26.780001
10/31/2018,31.84,11.24,28.5833,26.48
11/1/2018,32.127998,11.4,30.2167,27.15
11/5/2018,32.832001,11.5,30.85,28.15
11/6/2018,32.799999,11.55,30.516701,27.9
11/7/2018,32.952,11.6,29.924999,27.549999
11/8/2018,32.104,11.3,29.299999,26.73
11/9/2018,32.768002,11.55,29.733299,26.610001
11/12/2018,33.119999,11.44,29.7083,26.469999
11/13/2018,32.088001,11.36,29.174999,26.43
11/14/2018,32.743999,11.55,29.5833,26.92
11/16/2018,33.408001,11.99,31.016701,27.43
11/19/2018,33.52,12.07,30.883301,26.639999
11/21/2018,32.743999,11.85,30.5417,27.120001
11/22/2018,32.919998,11.84,30.6667,26.83
11/23/2018,32.863998,11.86,30.6,27.200001
11/26/2018,33.279999,11.64,30.1583,27
11/27/2018,34.84,12.09,31.391701,27.780001
11/28/2018,35.200001,12.37,32.033298,28.709999
11/29/2018,35.080002,12.49,32.4333,28.48
11/30/2018,34.408001,12.34,32.049999,28.32
12/3/2018,34.639999,12.23,31.5,27.940001
12/4/2018,34.799999,12.05,31.4,27.5
12/5/2018,35.256001,12.05,31.383301,27.799999
12/6/2018,35.416,12.36,31.725,28.5
12/7/2018,35.624001,12.12,31.575001,28.690001
12/10/2018,35.240002,11.75,30.9667,28.4
12/11/2018,34.976002,11.79,31.325001,28.459999
12/12/2018,34.32,11.91,31.5333,27.16
12/13/2018,34.25,12.1,32.366699,27.290001
12/14/2018,34.369999,12.18,32,27.15
12/17/2018,33.900002,11.85,31.375,26.75
12/18/2018,33.720001,11.9,31.9583,27
12/19/2018,32.970001,11.89,31.5,26.5
12/20/2018,33.5,11.88,31.6667,26.26
12/21/2018,32.950001,11.75,31.424999,26.9
12/26/2018,33.02,11.6,30.5,26.799999
12/27/2018,32.880001,11.8,31.2083,27.190001
12/28/2018,33.02,12.08,32.208302,27.59
1/2/2019,34.139999,12.65,33.658298,28.32
1/3/2019,35.259998,12.76,33.983299,28.629999
1/4/2019,35.52,12.72,33.716702,28.35
1/7/2019,35.299999,12.71,34.116699,27.93
1/8/2019,35.700001,12.88,34.325001,27.52
1/9/2019,36.650002,13.05,34.916698,26.65
1/10/2019,36.220001,12.96,34.8083,27.4
1/11/2019,36.82,12.8,34.583302,27.75
1/14/2019,37.310001,12.99,34.991699,28
1/15/2019,37.16,12.91,34.924999,28.129999
1/16/2019,37,12.92,35.091702,28.4
1/17/2019,37.560001,12.94,35.208302,29.030001
1/18/2019,38.490002,12.93,35.5667,29.639999
1/21/2019,38.669998,12.88,35.158298,29.1
1/22/2019,38.939999,12.82,35,29.15
1/23/2019,41.049999,12.99,35.599998,29.65
1/24/2019,42,13.2,35.958302,29.99
1/28/2019,43.599998,13.49,36.25,30.059999
1/29/2019,42.599998,13.27,35.783298,30.049999
1/30/2019,42.459999,13.42,35.700001,30.66
1/31/2019,41.849998,13.5,37.716702,31.059999
2/1/2019,42.66,13.54,37.25,31.4
2/4/2019,43.830002,13.8,38.0583,31.620001
2/5/2019,43.799999,13.37,38.075001,31.5
2/6/2019,41.799999,12.8,36.283298,30.120001
2/7/2019,42.400002,12.82,36.833302,30.219999
2/8/2019,43.41,13.23,37.224998,30.24
2/11/2019,43.369999,13.14,37.008301,29.549999
2/12/2019,43.720001,13.36,37.75,28.92
2/13/2019,43.02,13.07,37.166698,28.389999
2/14/2019,43.59,13.4,38.583302,28.66
2/15/2019,43.18,13.23,38.333302,27.68
2/18/2019,42.639999,12.96,37.458302,27.65
2/19/2019,44.5,13.23,37.775002,28
2/20/2019,42,13.2,37.150002,27.389999
2/21/2019,41.959999,13.56,37.474998,27.139999
2/22/2019,41.849998,12.9,37.166698,27.4
2/25/2019,42.110001,12.81,36.791698,27.620001
2/26/2019,41.48,12.82,37.450001,27.469999
2/27/2019,42.099998,12.64,37.033298,27.780001
2/28/2019,41.16,12.37,36.0583,27.299999
3/1/2019,40.360001,12.26,35.458302,26.860001
3/6/2019,null,null,null,null
3/7/2019,39.490002,12.29,35.424999,26.49
3/8/2019,40.169998,12.51,35.916698,26.6
3/11/2019,40.220001,12.86,37.375,27.719999
3/12/2019,41.139999,12.9,37.483299,27.799999
3/13/2019,42.41,12.98,37.841702,28.1
3/14/2019,42.919998,12.77,37.924999,27.52
3/15/2019,43.200001,12.8,38.083302,28.1
3/18/2019,43.290001,12.89,38.283298,27.870001
3/19/2019,43.200001,12.69,37.458302,27.790001
3/20/2019,42.509998,12.47,36.4417,27.35
3/21/2019,41.75,12.28,35.641701,26.9
3/22/2019,40.900002,11.93,34.383301,26.219999
3/25/2019,41.439999,11.96,34.458302,26.459999
3/26/2019,42.09,12.03,34.6833,26.24
3/27/2019,41.189999,11.43,33.483299,25.959999
3/28/2019,42.66,12.05,35.1833,26.299999
3/29/2019,42.709999,11.98,35.783298,26.52
4/1/2019,43.330002,11.98,36.07,26.379999
4/2/2019,42.5,11.87,35.59,27.25
4/3/2019,43.34,11.75,35.189999,27.790001
4/4/2019,43.84,11.8,36.099998,28
4/5/2019,44.009998,12.07,36.400002,28.309999
4/8/2019,44.299999,12.06,36.450001,28.25
4/9/2019,42.880001,11.88,36.310001,27.700001
4/10/2019,42.759998,11.82,35.790001,27.58
4/11/2019,42,11.67,35.220001,27.309999
4/12/2019,42.009998,11.55,34.900002,27.4
4/15/2019,42.32,11.53,34.82,27.280001
4/16/2019,42.830002,11.63,34.759998,27.620001
4/17/2019,42.310001,11.47,34.279999,27.84
4/18/2019,42.369999,11.59,34.75,27.299999
4/22/2019,42.849998,11.55,35.040001,27.59
4/23/2019,43.400002,11.85,35.889999,27.620001
4/24/2019,43.189999,11.85,35.650002,27.799999
4/25/2019,43.849998,12.04,36.07,28.530001
4/26/2019,44.279999,12.02,35.959999,28.290001
4/29/2019,44.619999,11.8,35.490002,28.6
4/30/2019,44.490002,11.91,35.580002,28.26
5/2/2019,43.400002,11.95,35.599998,28.42
5/3/2019,42.57,11.77,35.959999,28.030001
5/6/2019,42.66,11.44,34.990002,28.52
5/7/2019,42.200001,11.44,34.77,27.58
5/8/2019,42.150002,11.54,35.490002,27.43
5/9/2019,42.349998,11.49,34.869999,27.620001
5/10/2019,42.57,11.45,34.560001,28.1
5/13/2019,42.34,11.25,33.700001,28
5/14/2019,41.799999,11.27,33.599998,28.6
5/15/2019,42,11.25,33.240002,28.25
5/16/2019,41.560001,11.08,32.849998,28.379999
5/17/2019,40.25,11.08,33.099998,27.82
5/20/2019,41.900002,11.44,34,28.35
5/21/2019,42.279999,11.79,35.400002,28.34
